flip_angle_fraction_of_nominal,rf_phase_(deg),extension_of_base_TR_ms,extension_of_base_TE_ms
0.0836,0,0,0
0.100533333333333,180,0,0
0.117466666666667,0,0,0
0.134266666666667,180,0,0
0.150933333333333,0,0,0
0.167466666666667,180,0,0
0.183733333333333,0,0,0
0.199866666666667,180,0,0
0.215866666666667,0,0,0
0.231466666666667,180,0,0
0.2468,0,0,0
0.261733333333333,180,0,0
0.2764,0,0,0
0.290666666666667,180,0,0
0.304533333333333,0,0,0
0.318,180,0,0
0.330933333333333,0,0,0
0.343466666666667,180,0,0
0.355466666666667,0,0,0
0.366933333333333,180,0,0
0.377866666666667,0,0,0
0.388266666666667,180,0,0
0.398133333333333,0,0,0
0.407333333333333,180,0,0
0.415866666666667,0,0,0
0.423866666666667,180,0,0
0.4312,0,0,0
0.437866666666667,180,0,0
0.443866666666667,0,0,0
0.4492,180,0,0
0.453733333333333,0,0,0
0.457733333333333,180,0,0
0.460933333333333,0,0,0
0.463466666666667,180,0,0
0.4652,0,0,0
0.466266666666667,180,0,0
0.466666666666667,0,0,0
0.466266666666667,180,0,0
0.4652,0,0,0
0.463466666666667,180,0,0
0.460933333333333,0,0,0
0.457733333333333,180,0,0
0.453733333333333,0,0,0
0.4492,180,0,0
0.443866666666667,0,0,0
0.437866666666667,180,0,0
0.4312,0,0,0
0.423866666666667,180,0,0
0.415866666666667,0,0,0
0.407333333333333,180,0,0
0.398133333333333,0,0,0
0.388266666666667,180,0,0
0.377866666666667,0,0,0
0.366933333333333,180,0,0
0.355466666666667,0,0,0
0.343466666666667,180,0,0
0.330933333333333,0,0,0
0.318,180,0,0
0.304533333333333,0,0,0
0.290666666666667,180,0,0
0.2764,0,0,0
0.261733333333333,180,0,0
0.2468,0,0,0
0.231466666666667,180,0,0
0.215866666666667,0,0,0
0.199866666666667,180,0,0
0.183733333333333,0,0,0
0.167466666666667,180,0,0
0.150933333333333,0,0,0
0.134266666666667,180,0,0
0.117466666666667,0,0,0
